filename,microscope,cell_line,culture_medium,formation_method,seeding_density,timepoint,biological_rep,technical_rep,magnification,full_path,mask_path,timepoint_hour,seeding_density_num,area,perimeter,eccentricity,solidity,extent,equivalent_diameter,major_axis_length,minor_axis_length,circularity
MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_194h_B1_T1_10X.ome.tiff,IncucyteS3_Images,MCF10A,DMEMF12-BME,LiquidOverlay-ULA,3000cells,194h,B1,T1,10,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Images/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_194h_B1_T1_10X.ome.tiff,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Manual segmentations/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_194h_B1_T1_10X.tiff,194,3000,387318.0,2457.814500712372,0.19452541772500836,0.978708457993046,0.769529402882472,702.2453944225863,709.4003741942965,695.8490377630316,0.8057110879389087
MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_070h_B1_T1_10X.ome.tiff,IncucyteS3_Images,MCF10A,DMEMF12-BME,LiquidOverlay-ULA,3000cells,070h,B1,T1,10,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Images/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_070h_B1_T1_10X.ome.tiff,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Manual segmentations/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_070h_B1_T1_10X.tiff,70,3000,363212.0,2481.868324581534,0.37099363991882,0.9616975307007557,0.7701565707112686,680.0410881133198,706.54450860376,656.1222473130472,0.7409903974710438
MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_134h_B1_T1_10X.ome.tiff,IncucyteS3_Images,MCF10A,DMEMF12-BME,LiquidOverlay-ULA,3000cells,134h,B1,T1,10,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Images/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_134h_B1_T1_10X.ome.tiff,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Manual segmentations/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_134h_B1_T1_10X.tiff,134,3000,351041.0,2464.92719908458,0.20389176953926788,0.9647455540318082,0.7405459570069405,668.5501350111122,676.4228131637615,662.2134935584687,0.7260382695346189
MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_290h_B1_T1_10X.ome.tiff,IncucyteS3_Images,MCF10A,DMEMF12-BME,LiquidOverlay-ULA,3000cells,290h,B1,T1,10,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Images/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_290h_B1_T1_10X.ome.tiff,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Manual segmentations/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_290h_B1_T1_10X.tiff,290,3000,412109.0,2648.5424227737294,0.28855655990946044,0.971075723872719,0.7642262401483542,724.3710896641743,740.8628704666935,709.348676423329,0.7382578880526912
MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_078h_B1_T1_10X.ome.tiff,IncucyteS3_Images,MCF10A,DMEMF12-BME,LiquidOverlay-ULA,3000cells,078h,B1,T1,10,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Images/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_078h_B1_T1_10X.ome.tiff,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Manual segmentations/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_078h_B1_T1_10X.tiff,78,3000,374597.0,2401.731239591687,0.3380301205905789,0.9732926968686019,0.777191548337303,690.6169080895412,712.4278760352668,670.4910170375293,0.8160661143198029
MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_230h_B1_T1_10X.ome.tiff,IncucyteS3_Images,MCF10A,DMEMF12-BME,LiquidOverlay-ULA,3000cells,230h,B1,T1,10,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Images/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_230h_B1_T1_10X.ome.tiff,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Manual segmentations/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_230h_B1_T1_10X.tiff,230,3000,386002.0,2621.305878741021,0.2229915980857578,0.9672465939815522,0.7605261395026264,701.051360990664,710.7646163077595,692.8678238518444,0.7059338643646615
MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_110h_B1_T1_10X.ome.tiff,IncucyteS3_Images,MCF10A,DMEMF12-BME,LiquidOverlay-ULA,3000cells,110h,B1,T1,10,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Images/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_110h_B1_T1_10X.ome.tiff,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Manual segmentations/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_110h_B1_T1_10X.tiff,110,3000,355125.0,2477.4713549618646,0.31254405351324976,0.9613978948736275,0.7374838018341308,672.4278350307003,691.9140939953261,657.2514576251607,0.72706598511277
MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_314h_B1_T1_10X.ome.tiff,IncucyteS3_Images,MCF10A,DMEMF12-BME,LiquidOverlay-ULA,3000cells,314h,B1,T1,10,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Images/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_314h_B1_T1_10X.ome.tiff,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Manual segmentations/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_314h_B1_T1_10X.tiff,314,3000,428852.0,2763.3779925734125,0.21820223249720808,0.9669303908062563,0.7444933614799177,738.9393244636287,748.7384194138365,730.6964994921872,0.7057269699666546
MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_158h_B1_T1_10X.ome.tiff,IncucyteS3_Images,MCF10A,DMEMF12-BME,LiquidOverlay-ULA,3000cells,158h,B1,T1,10,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Images/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_158h_B1_T1_10X.ome.tiff,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Manual segmentations/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_158h_B1_T1_10X.tiff,158,3000,357758.0,2461.6551211459378,0.2722657762429705,0.965491370818659,0.7504132162064655,674.9160192537753,688.4930599945119,662.4832299230414,0.741899027802665
MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_122h_B1_T1_10X.ome.tiff,IncucyteS3_Images,MCF10A,DMEMF12-BME,LiquidOverlay-ULA,3000cells,122h,B1,T1,10,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Images/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_122h_B1_T1_10X.ome.tiff,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Manual segmentations/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_122h_B1_T1_10X.tiff,122,3000,343423.0,2348.417531092702,0.18292748092371774,0.9688570283979665,0.7605122595046593,661.2561864902164,667.5157746745778,656.252386727224,0.7825076900230575
MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_182h_B1_T1_10X.ome.tiff,IncucyteS3_Images,MCF10A,DMEMF12-BME,LiquidOverlay-ULA,3000cells,182h,B1,T1,10,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Images/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_182h_B1_T1_10X.ome.tiff,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Manual segmentations/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_182h_B1_T1_10X.tiff,182,3000,379372.0,2565.755626209326,0.12060238122825735,0.9638393821216702,0.7484704939993647,695.0046277293901,698.2427831877451,693.1462353434802,0.7241767180461233
MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_170h_B1_T1_10X.ome.tiff,IncucyteS3_Images,MCF10A,DMEMF12-BME,LiquidOverlay-ULA,3000cells,170h,B1,T1,10,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Images/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_170h_B1_T1_10X.ome.tiff,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Manual segmentations/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_170h_B1_T1_10X.tiff,170,3000,365170.0,2393.304832720494,0.1826694208756275,0.9758685195082843,0.7614942528735632,681.8716041535528,688.0752700060493,676.4979843959508,0.8011409295263564
MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_266h_B1_T1_10X.ome.tiff,IncucyteS3_Images,MCF10A,DMEMF12-BME,LiquidOverlay-ULA,3000cells,266h,B1,T1,10,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Images/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_266h_B1_T1_10X.ome.tiff,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Manual segmentations/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_266h_B1_T1_10X.tiff,266,3000,404364.0,2691.5718600252526,0.3051335693545707,0.9679453268063817,0.771676714242367,717.5320447668448,735.9560125422395,700.8579491054293,0.7014074745777543
MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_074h_B1_T1_10X.ome.tiff,IncucyteS3_Images,MCF10A,DMEMF12-BME,LiquidOverlay-ULA,3000cells,074h,B1,T1,10,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Images/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_074h_B1_T1_10X.ome.tiff,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Manual segmentations/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_074h_B1_T1_10X.tiff,74,3000,360234.0,2405.31197539543,0.26905221108793875,0.9720579941660438,0.7701668679914909,677.2474984509922,690.8886314393881,665.4125227864146,0.7824412486302896
MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_206h_B1_T1_10X.ome.tiff,IncucyteS3_Images,MCF10A,DMEMF12-BME,LiquidOverlay-ULA,3000cells,206h,B1,T1,10,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Images/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_206h_B1_T1_10X.ome.tiff,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Manual segmentations/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_206h_B1_T1_10X.tiff,206,3000,399759.0,2517.044948090672,0.2035432452176984,0.9751599006688751,0.7584595506833097,713.434627112943,721.3996279461356,706.2978168087163,0.7929141570617054
MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_146h_B1_T1_10X.ome.tiff,IncucyteS3_Images,MCF10A,DMEMF12-BME,LiquidOverlay-ULA,3000cells,146h,B1,T1,10,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Images/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_146h_B1_T1_10X.ome.tiff,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Manual segmentations/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_146h_B1_T1_10X.tiff,146,3000,362633.0,2559.897761833057,0.419991472039339,0.9608717541070482,0.7326807289772498,679.4988416663757,714.0106840398468,647.9847245043944,0.6953956114361526
MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_218h_B1_T1_10X.ome.tiff,IncucyteS3_Images,MCF10A,DMEMF12-BME,LiquidOverlay-ULA,3000cells,218h,B1,T1,10,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Images/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_218h_B1_T1_10X.ome.tiff,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Manual segmentations/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_218h_B1_T1_10X.tiff,218,3000,383983.0,2565.6551211459378,0.21873606729391218,0.9699847170121128,0.7500546939094425,699.21551763819,708.38641373734,691.2321712500823,0.7330360044700869
MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_278h_B1_T1_10X.ome.tiff,IncucyteS3_Images,MCF10A,DMEMF12-BME,LiquidOverlay-ULA,3000cells,278h,B1,T1,10,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Images/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_278h_B1_T1_10X.ome.tiff,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Manual segmentations/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_278h_B1_T1_10X.tiff,278,3000,409006.0,2679.780012826966,0.3071331435106191,0.9662936213743849,0.7716191690783343,721.6388385016081,740.6334033691718,704.8360396002145,0.7157168730492981
MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_338h_B1_T1_10X.ome.tiff,IncucyteS3_Images,MCF10A,DMEMF12-BME,LiquidOverlay-ULA,3000cells,338h,B1,T1,10,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Images/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_338h_B1_T1_10X.ome.tiff,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Manual segmentations/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_338h_B1_T1_10X.tiff,338,3000,411574.0,2532.3069247615467,0.24508082249976182,0.9780030463535243,0.7386600620973097,723.9007476062101,735.8181309506328,713.3776286662164,0.8065385135145889
MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_350h_B1_T1_10X.ome.tiff,IncucyteS3_Images,MCF10A,DMEMF12-BME,LiquidOverlay-ULA,3000cells,350h,B1,T1,10,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Images/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_350h_B1_T1_10X.ome.tiff,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Manual segmentations/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_350h_B1_T1_10X.tiff,350,3000,422309.0,2636.4368670764584,0.24607231948432404,0.9680945929527517,0.744088647383852,733.2806549320402,745.4904800884046,722.567744268334,0.7634936843147985
MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_082h_B1_T1_10X.ome.tiff,IncucyteS3_Images,MCF10A,DMEMF12-BME,LiquidOverlay-ULA,3000cells,082h,B1,T1,10,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Images/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_082h_B1_T1_10X.ome.tiff,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Manual segmentations/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_082h_B1_T1_10X.tiff,82,3000,406954.0,2529.034846822905,0.30634041790063593,0.9767521121351767,0.7521977006395327,719.826316334818,738.5812590974692,703.0717703787067,0.7995498732970396
MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_302h_B1_T1_10X.ome.tiff,IncucyteS3_Images,MCF10A,DMEMF12-BME,LiquidOverlay-ULA,3000cells,302h,B1,T1,10,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Images/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_302h_B1_T1_10X.ome.tiff,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Manual segmentations/MCF10A-BME/T1/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_302h_B1_T1_10X.tiff,302,3000,421767.0,2749.5790027001894,0.2976096245530401,0.9631340614873799,0.7489292563392287,732.8099501673782,750.9900071784516,716.9608860355862,0.7010517137831178
MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_278h_B1_T3_10X.ome.tiff,IncucyteS3_Images,MCF10A,DMEMF12-BME,LiquidOverlay-ULA,3000cells,278h,B1,T3,10,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Images/MCF10A-BME/T3/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_278h_B1_T3_10X.ome.tiff,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Manual segmentations/MCF10A-BME/T3/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_278h_B1_T3_10X.tiff,278,3000,382229.0,2765.5373721398464,0.5692152739953026,0.9542627743422153,0.7430781553152691,697.6167127761322,770.6927384434647,633.6547264155772,0.6280213886681865
MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_362h_B1_T3_10X.ome.tiff,IncucyteS3_Images,MCF10A,DMEMF12-BME,LiquidOverlay-ULA,3000cells,362h,B1,T3,10,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Images/MCF10A-BME/T3/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_362h_B1_T3_10X.ome.tiff,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Manual segmentations/MCF10A-BME/T3/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_362h_B1_T3_10X.tiff,362,3000,349788.0,2436.1576464628793,0.6118093354055887,0.9671735884532434,0.7446353758643005,667.3559124438946,751.22079399045,594.2196069528684,0.7406345935433788
MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_254h_B1_T3_10X.ome.tiff,IncucyteS3_Images,MCF10A,DMEMF12-BME,LiquidOverlay-ULA,3000cells,254h,B1,T3,10,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Images/MCF10A-BME/T3/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_254h_B1_T3_10X.ome.tiff,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Manual segmentations/MCF10A-BME/T3/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_254h_B1_T3_10X.tiff,254,3000,379389.0,2673.3536059557728,0.5588609319248184,0.9564709886425231,0.7341828737300435,695.0201994456914,764.8056894009869,634.22383175795,0.667085936528678
MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_266h_B1_T3_10X.ome.tiff,IncucyteS3_Images,MCF10A,DMEMF12-BME,LiquidOverlay-ULA,3000cells,266h,B1,T3,10,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Images/MCF10A-BME/T3/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_266h_B1_T3_10X.ome.tiff,/kaggle/input/slimia/IncucyteS3/IncucyteS3/Manual segmentations/MCF10A-BME/T3/MCF10A_DMEMF12-BME_LiquidOverlay-ULA_3000cells_266h_B1_T3_10X.tiff,266,3000,376383.0,2622.843937963895,0.5585887375857195,0.9650450237938957,0.7548948033454341,692.2613087310707,760.8498713367734,631.0829445917185,0.6875352395704842
